Tên dược liệu,Link ảnh
Bìm bìm biếc,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bim-bim-biec-360x281.jpg
Bìm bìm,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bim-bim-360x360.jpg
Biến hoá,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bien-hoa-360x326.jpg
Bí ngô,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bi-ngo-duoc-lieu-tue-linh-1.jpg
Bí kỳ nam,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bi-ky-nam-360x337.jpg
Bí đao,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bi-dao-360x303.jpg
Bèo Nhật Bản,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/beo-nhat-ban-duoc-lieu-tue-linh.jpg
Bèo cái,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/beo-cai-360x338.jpg
Bầu giác tía,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bau-giac-tia-360x360.jpg
Bầu đất,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bau-dat-360x339.jpg
Bầu,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bau-360x337.jpg
Bần,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ban-duoc-lieu-tue-linh-2.jpg
Bấc đèn,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cay-bac-den-360x360.jpg
Bấc,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bac-360x337.jpg
Bằng lăng tía,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bang-lang-tia-duoc-lieu-tue-linh-1.jpg
Bảy lá một hoa,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bay-la-mot-hoa-360x338.jpg
Bạch phụ tử,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-phu-tu-duoc-lieu-tue-linh.jpg
Bạch thược,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-thuoc-duoc-lieu-tue-linh.jpg
Bát giác phong,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bat-giac-phong-360x337.jpg
Bát giác liên,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bat_giac_lien-360x360.jpg
Báo xuân hoa,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bao-xuan-hoa-duoc-lieu-tue-linh-1.jpg
Bào ngư,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bao-ngu-duoc-lieu-tue-linh.jpg
Bánh hỏi,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/banh-hoi-duoc-lieu-tue-linh.jpg
Bạng hoa,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cay-so-huyet-360x360.png
Bàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bang-duoc-lieu-tue-linh.jpg
Bàn Long Sâm,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ban-long-sam-360x360.png
Bán biên liên,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ban-bien-lien-360x300.jpg
Bán hạ nam,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ban-ha-360x350.jpg
Bán chi liên,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ban-chi-lien-360x360.jpg
Ban,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ban-1-360x322.jpg
Bàm bàm,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bam-bam-360x339.jpg
Bách xù,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-xu-360x299.jpg
Bạch truật,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-truat-360x357.png
Bạch quả,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-qua-360x326.jpg
Bách hợp,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/106-lilium-brownii-f-e-brown-ex-mill-var-1-360x360.jpg
Bạch hoa xà thiệt thảo,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-hoa-xa-thiet-thao-duoc-lieu-tue-linh.jpg
Dương địa hoàng,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/duong-dia-hoang-duoc-lieu-tue-linh.jpg
Dương cam cúc,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/duong-cam-cuc-duoc-lieu-tue-linh.jpg
Dướng,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/duong-duoc-lieu-tue-linh.jpg
Dưa hấu,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dua-hau-duoc-lieu-tue-linh-1.jpg
Dưa gang tây,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dua-gang-tay-duoc-lieu-tue-linh.jpg
Dứa dại,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dua-dai-duoc-lieu-tue-linh-2.jpg
Dưa chuột,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dua-chuot-duoc-lieu-tue-linh.jpg
Dừa cạn,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dua-can-duoc-lieu-tue-linh.jpg
Dứa bà,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dua-ba-duoc-lieu-tue-linh.jpg
Dứa,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dua-duoc-lieu-tue-linh-2.jpg
Dừa,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dua-duoc-lieu-tue-linh-3.jpg
Duyên đơn,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/duyen-don-duoc-lieu-tue-linh-1.jpg
Dung,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dung-duoc-lieu-tue-linh.jpg
Dọt sành,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dot-sanh-duoc-lieu-tue-linh-2.jpg
Chó đẻ răng cưa (Diệp hạ châu đắng),https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cho-de-rang-cua-diep-ha-chau-dang-duoc-lieu-tue-linh-2.jpg
Diêm sinh,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/diem-sinh-duoc-lieu-tue-linh-1.jpg
Bạch hoa xà,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-hoa-xa-360x338.jpg
Bạch điệp,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-diep-duoc-lieu-tue-linh-2.jpg
Bạch đậu khấu,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-dau-khau-duoc-lieu-tue-linh-1.jpg
Bạch đàn trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-dan-trang-360x304.jpg
Bạch đàn lá liễu,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-dan-la-lieu-360x337.jpg
Bạch đàn chanh,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-dan-chanh-360x337.jpg
Bạch đàn,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-dan-duoc-lieu-tue-linh.jpg
Bạch cương tằm,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-cuong-tam-duoc-lieu-tue-linh.jpg
Bạch chỉ nam,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-chi-nam-360x300.jpg
Bạch chỉ,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-chi-360x337.jpg
Bạch cập,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-cap-360x326.jpg
Bách bộ,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach_bo-360x339.jpg
Bạc thau,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bac-thau-duoc-lieu-tue-linh.jpg
Bạc hà núi,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bac-ha-nui-360x360.jpg
Bạc hà cay,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bac-ha-cay-duoc-lieu-tue-linh-2.jpg
Bạc hà,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bac-ha-360x339.jpg
Dền tía,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/den-tia-duoc-lieu-tue-linh-2.jpg
Dền gai,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/den-gai-duoc-lieu-tue-linh-2.jpg
Dền cơm,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/den-com-duoc-lieu-tue-linh.jpg
Dền,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/den-duoc-lieu-tue-linh-2.jpg
Dế đất,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/de-dat-duoc-lieu-tue-linh.jpg
Dê,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/de-duoc-lieu-tue-linh-1.jpg
Dây tơ mành,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-to-manh-duoc-lieu-tue-linh.jpg
Dây xanh,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-xanh-duoc-lieu-tue-linh-14.jpg
Dây toàn,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-toan-duoc-lieu-tue-linh.jpg
Dây thường xuân,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-thuong-xuan.jpg
Dây săng máu,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-sang-mau-duoc-lieu-tue-linh.jpg
Dây quai bị,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-quai-bi-duoc-lieu-tue-linh.jpg
Chanh dây,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-mat-duoc-lieu-tue-linh-1-1.jpg
Dây mảnh bát,https://tracuuduoclieu.vn/wp-content/uploads/2021/07/day-manh-bat-2-360x360.jpg
Dây lõi tiền,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-loi-tien-duoc-lieu-tue-linh.jpg
Dây ký ninh,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-ky-ninh-duoc-lieu-tue-linh.jpg
Dây khố rách,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-kho-rach-duoc-lieu-tue-linh.jpg
Dây khai,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-khai-duoc-lieu-tue-linh.jpg
Dây hương,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-huong-duoc-lieu-tue-linh.jpg
Dây huỳnh,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-huynh-3-360x352.png
Dây gió,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-gio-duoc-lieu-tue-linh.jpg
Dây đồng tiền,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-dong-tien-duoc-lieu-tue-linh.jpg
Dây đòn gánh,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-don-ganh-duoc-lieu-tue-linh.jpg
Ba gạc phú thọ,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ba-gac-phu-tho-360x299.jpg
Dây đau xương,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tinospora-sinensis-lour-360x360.jpg
Ba gạc lá to,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ba-gac-la-to-360x360.jpg
Ba gạc bốn lá,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ba-gac-bon-la-360x300.jpg
Ba gạc Ấn Độ,https://tracuuduoclieu.vn/wp-content/uploads/2018/05/ba-gac-hoa-do-22-360x333.png
Ba gạc,https://tracuuduoclieu.vn/wp-content/uploads/2019/03/46rauvolfia-verticillata-lour-baill-360x360.jpg
Ba đậu tây,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ba-dau-tay-360x300.jpg
Ba đậu,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ba-dau-360x338.jpg
Ba chạc,https://tracuuduoclieu.vn/wp-content/uploads/2021/03/ba-chac-1-360x360.png
Dây chìa vôi,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cissus-repens-lam-day-chia-voi-1-360x360.jpg
Dây ba chẽ,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-ba-che-duoc-lieu-tue-linh-1.jpg
Dây bánh nem,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-banh-nem-duoc-lieu-tue-linh-1.jpg
Rớn đen,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ron-den-duoc-lieu-tue-linh-2.jpg
Ba Ba,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ba-ba-duoc-lieu-tue-linh-2.jpg
Dây chè,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-che-duoc-lieu-tue-linh-1.jpg
Ba Chẽ,https://tracuuduoclieu.vn/wp-content/uploads/2021/08/ba-che-33-360x299.png
Dây bông xanh,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-bong-xanh-duoc-lieu-tue-linh.jpg
Âu Ô Đầu,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/u-o-dau-duoc-lieu-tue-linh-3.jpg
Dâu tây,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dau-tay-duoc-lieu-tue-linh.jpg
Actiso,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/actisc3b4-360x282.jpg
Dâu tằm,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dau-tam-duoc-lieu-tue-linh.jpg
Dâu rượu,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/myrica-rubra-dau-ruou-1-360x360.jpg
A Giao – Minh Giao,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/a-giao-360x326.jpg
Tỳ bà,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ty-ba-duoc-lieu-tue-linh.jpg
Dầu rái trắng,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dau-rai-trang-duoc-lieu-tue-linh-1.jpg
Thổ tế tân,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tho-te-tan-duoc-lieu-tue-linh.jpg
Sơn thù du,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/son-thu-du-duoc-lieu-tue-linh.jpg
Dâu núi,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dau-nui-duoc-lieu-tue-linh-2.jpg
Dầu nóng,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dau-nong-duoc-lieu-tue-linh.jpg
Sổ Bà,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/so-ba-duoc-lieu-tuelinh2.jpg
Dầu mè,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dau-me-duoc-lieu-tue-linh-1.jpg
Phật thủ,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/phat-thu-duoc-lieu-tue-linh.jpg
Ốc Nhồi,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/c-nhoi1.jpg
Dâu gia xoan,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dau-da-xoan3.jpg
Ổ rồng,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/rong1.jpg
Dâu dây,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dau-day3.jpg
Nhân trần tía,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/nhan-tran-tia.jpg
Ngấy hương,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ngay-huong1.jpg
Dâm hôi,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dam-hoi2.jpg
Ngâu rừng,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ngau-rung1.jpg
Dâm dương hoắc,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dam-duong-hoac-360x338.jpg
Mã Đâu Linh,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ma-dau-linh-2.jpg
Hươu xạ,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/huou-xa1.jpg
Dâm bụt,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dam-but-360x301.jpg
Đỗ quyên,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/do-quyen-1-360x333.jpg
Dành dành núi,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/danh-danh3.jpg
Cổ dải,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/millettia-eberhardtii-co-dai-1-360x360.jpg
Cỏ tim phòng,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/co_tim_phong-1-1-360x269.jpg
Chùm bao lớn,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/chum_bao_lon-360x283.jpg
Lõi tiền,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/loi-tien-360x360.jpg
Dương kỳ thảo,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/duong-ky-thao-360x326.jpg
Cây thông,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/thong-360x301.png
Thông Đất,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/c-thong-dat3.jpg
Cây tắc kè đá,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tac-ke-da-360x360.png
Chua chát,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tao-meo-4-360x351.jpg
Cây tai mèo,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tai-meo-360x320.png
Cây sê ri,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/se-ri-360x339.png
Cây sậy,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cay-say-360x344.png
Dây chiều,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-chieu-360x326.jpg
Cây thổ mộc hương,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tho-moc-huong-360x360.png
Cây Thiên Ma,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/thien-ma-360x360.png
Cây thàu táu,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/thau-tau-360x339.png
Cây tiểu kế,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tieu-ke.jpg
Móc,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cay-moc-360x360.jpg
Cây tử thảo,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tu-thao-360x338-1-360x338.jpg
Cây quyển bá,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/quyen-ba1.jpg
​​​​​​​Cây Giun,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/qua-giun-360x339.jpg
Cây Bã Thuốc,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cay20ba20thuoc-360x360.jpg
Bả dột,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ba-dot-t-360x360.png
Kế sữa (cúc gai),https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ke20sua-360x326.jpg
Thần khúc,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/than-khuc-360x303.png
Cây dung,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cay-dung-360x339.jpg
Cây vối,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cay-voi-360x360.jpg
Cây sổ,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cay-so1-360x339.jpg
Cây Sâm bố chính,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/sam-bo-chinh-3-360x360.jpg
Hàn the,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/han_the-360x360.png
Cây nam sâm,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/chan-chim-1-360x360.jpg
Tật lê,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tat-le-360x287.jpg
Khởi tử,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cay-ky-tu-360x358.png
Qua lâu nhân,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/qua-lau.jpg
Húng quế,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/hung-que-3-360x332.png
Trà tiên,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tra-tien-360x320.jpg
Cây vú sữa,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cay-vu-sua-360x265.png
Cây sầu riêng,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/sau-rieng-360x360.jpg
Tía tô dại,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tia-to-dai-360x339.jpg
Dây chặc chìu,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-chac-chiu-360x302.jpg
Trạch tả,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cay-trach-ta-360x339.jpg
Đậu cọc rào,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dau-coc-rao-360x304.jpg
Đậu chiều,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dau-sang-360x226.jpeg
Thạch quyết minh,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/thach-quyet-minh-360x338.jpg
Bách thảo sương,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/bach-thao-suong-360x339.jpg
Mã tiền thảo,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/ma-tien-thao-360x360.jpg
Trần bì,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tran-bi-360x326.jpg
Thanh đại,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/thanh-dai-360x360.jpg
Bèo tây,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/beo-tay-360x338.jpg
Tầm ruột,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tam_ruot-360x339.jpg
Dâu,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/dau-360x326.jpg
Đơn tướng quân,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/don-tuong-quan-5-1-360x360.jpg
Trám,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/tram-trang-360x326.jpg
Mù mắt,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/mu-mat-360x326.jpg
Hột mát,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/hot-mat-360x326.jpg
Tỏi độc,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/toi-doc-360x326.jpg
Dây thuốc cá,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/day-duoc-ca-360x326.jpg
Cỏ đuôi lươn,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/co-duoi-luon-360x325.jpg
Thạch lựu,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/thach_luu-360x301.jpg
Thùn mũn,https://tracuuduoclieu.vn/wp-content/uploads/2018/03/cay20thun20mun-360x253.jpg
